1.05,0.74271,0.85103,0.55875,0.9218,1.1719,1.89,0.34379,0.8349,0.52598,0.54793,0.78867,0.48938,0.81747,2.713,2.3776,0.81032,0.62716,0.55183,0.48518,2.6491,0.31943,0.60099,0.38963,0.40271,0.51758,0.78069,1.0126,10.449,1.7334,0.46536,0.73708,1.0985,3.4268,0.60097,0.25056,1.6416,1.0569,0.8555,0.36593,0.8481,0.52094
1.1,0.71259,1.0112,0.54435,0.84309,1.0787,1.8002,0.3301,0.80214,0.60865,0.54905,0.76224,0.567,0.74298,2.5759,2.3671,0.96854,0.62457,0.91347,0.4778,2.5398,0.32633,0.64817,0.44022,0.40239,0.4656,0.86341,0.92624,10.547,2.1421,0.4603,0.68161,1.1044,3.2648,0.56274,0.2602,1.5708,1.0214,0.89407,0.38369,0.88281,0.49101
1.15,0.72461,1.4528,0.53075,0.76791,1.173,1.7126,0.31583,0.87377,0.67787,0.54334,0.7361,0.61664,0.67876,2.5097,2.2175,1.1294,0.62207,1.2013,0.4709,2.4337,0.32204,0.64944,0.80404,0.40208,0.42074,0.90692,0.84075,10.518,2.7273,0.45498,0.7819,1.101,3.1065,0.65342,0.27012,1.4921,1.1162,0.91907,0.40913,0.89527,0.50894
1.2,0.70295,1.9887,0.5179,0.69972,1.2023,1.6278,0.30141,0.90901,0.75587,0.53269,0.71062,0.64614,0.73095,2.5164,2.0018,1.1877,0.61965,1.4344,0.47946,2.3312,0.31011,0.62192,1.5923,0.40176,0.41911,0.92136,0.75933,10.387,2.9599,0.45377,0.92751,1.091,2.953,0.83745,0.36415,1.4118,1.1933,0.9328,0.42449,0.89262,0.5235
1.25,0.6628,2.3759,0.50577,0.63994,1.1787,1.546,0.28717,0.91952,0.7712,0.51861,0.72668,0.66124,0.72117,2.5189,1.764,1.1793,0.61731,1.4133,0.47455,2.2326,0.29319,0.57757,2.4829,0.40145,0.39793,0.91931,0.68353,10.174,3.0397,0.48076,0.94261,1.0761,2.8049,1.0493,0.50842,1.3332,1.2025,0.93725,0.43172,0.87991,0.53401
1.3,0.61409,2.6958,0.49431,0.58888,1.1278,1.4675,0.30134,0.91358,0.74894,0.50227,0.73113,0.66613,0.73158,2.5587,1.5299,1.1298,0.61506,1.2815,0.46052,2.1426,0.27329,0.52463,3.2899,0.40115,0.36776,0.90817,0.70261,9.8976,3.173,0.50317,0.88691,1.0577,2.6627,1.1079,0.57047,1.2579,1.1683,0.93413,0.43244,0.86075,0.60315
1.35,0.56308,3.1684,0.48798,0.54618,1.0645,1.3925,0.31837,0.89705,0.70586,0.4846,0.72678,0.66386,0.9089,2.5665,1.3132,1.0566,0.61288,1.1134,0.44526,2.0661,0.25188,0.46861,4.1355,0.40084,0.33444,0.89226,1.1729,9.5731,3.141,0.52149,0.79712,1.037,2.5266,1.1928,0.64253,1.1868,1.1213,0.97624,0.42802,0.83768,0.63032
1.4,0.51354,3.9012,0.48202,0.51118,1.0563,1.3212,0.32642,0.87402,0.67153,0.46627,0.71646,0.65664,1.0157,2.5241,1.1205,0.97198,0.61079,0.94542,0.42493,1.99,0.23,0.41311,4.899,0.40054,0.30111,0.87412,1.6081,9.213,3.0196,0.5362,0.69518,1.0147,2.4022,1.2172,0.69399,1.12,1.1342,1.0033,0.41961,0.8125,0.63141
1.45,0.46763,5.2807,0.47013,0.48308,1.0646,1.2534,0.32785,0.84736,0.71866,0.44784,0.71057,0.64608,1.2375,2.6429,0.9535,0.88384,0.63607,0.94875,0.40169,1.9152,0.20842,0.36036,5.281,0.40024,0.2694,0.90633,1.7761,8.828,2.8533,0.54768,0.90184,1.0138,2.2874,1.1632,0.74979,1.0577,1.1928,1.0179,0.44056,0.78642,0.61682
1.5,0.42638,6.4002,0.4543,0.46106,1.0357,1.1892,0.32508,0.86415,0.71793,0.42969,0.69946,0.63336,1.5144,2.6716,0.99266,0.98159,0.70678,1.0309,0.37708,1.8548,0.18764,0.48379,5.4047,0.39996,0.24005,0.91756,1.7926,8.4268,2.6686,0.55632,0.98692,1.0116,2.1786,1.142,0.75079,0.99957,1.1903,1.0222,0.45361,0.76029,0.59329
1.55,0.39014,7.1713,0.43598,0.44431,1.0116,1.1362,0.3433,0.90862,0.68918,0.41211,0.68496,0.61931,1.5389,2.6401,1.0591,1.007,0.75887,0.98195,0.40159,1.7932,0.16799,0.56379,5.357,0.40039,0.2225,0.91382,1.7265,8.0168,2.6934,0.56245,0.96563,1.022,2.0755,1.143,0.71475,0.94551,1.1875,1.0181,0.45865,0.73469,0.58269
1.6,0.35884,7.6638,0.41623,0.43211,1.1189,1.0889,0.35171,0.95671,0.64556,0.3953,0.66836,0.60453,1.4549,2.5721,1.0931,0.98605,0.78116,0.87964,0.41572,1.7634,0.14968,0.64219,5.1986,0.4006,0.22358,0.90188,1.6184,7.604,2.6194,0.56637,0.88892,1.0633,1.9777,1.0818,0.65842,0.89527,1.1462,1.0073,0.4573,0.78398,0.5972
1.65,0.39909,7.9353,0.39582,0.4238,1.1734,1.0448,0.35291,0.97436,0.59562,0.39471,0.65062,0.58946,1.3316,2.4831,1.0521,0.93711,0.78828,0.78918,0.41639,1.7261,0.1328,0.69502,4.9721,0.4005,0.22559,0.88569,1.4923,7.1931,2.4938,0.56836,0.78776,1.0863,1.885,0.99186,0.59288,0.84859,1.0823,0.99107,0.45094,0.80827,0.59265
1.7,0.76955,8.0332,0.37527,0.41882,1.1646,1.0036,0.34889,0.97164,0.56464,0.43678,0.63238,0.57439,1.3547,2.4072,0.97276,0.92791,0.78775,0.83177,0.40781,1.6835,0.11739,0.69779,4.7068,0.40024,0.3367,0.86755,1.3616,6.7881,2.5538,0.56866,0.68037,1.0958,1.7972,0.89288,0.5252,0.80525,1.0066,0.97065,0.44071,0.81535,0.57594
1.75,0.95483,7.9964,0.35499,0.41665,1.1222,0.96513,0.34121,0.96881,0.72369,0.46352,0.66349,0.55954,1.3456,2.3448,0.87763,1.0078,0.78343,0.92353,0.39311,1.6709,0.11,0.66909,4.4228,0.39994,0.37739,0.84879,1.2339,6.392,2.6304,0.56749,0.57692,1.0953,1.714,0.79619,0.45975,0.76501,0.93972,0.94701,0.42755,0.81077,0.55245
1.8,1.0216,7.8569,0.33523,0.41687,1.1344,0.9293,0.33103,0.95285,0.8993,0.47842,0.72893,0.54504,1.2624,2.2639,0.87346,1.0209,0.77731,1.0779,0.48655,1.6507,0.18555,0.70923,4.1338,0.39963,0.37997,0.83014,1.1133,6.0072,2.5871,0.56505,0.48258,1.0873,1.6351,0.70768,0.39898,0.72765,0.96586,0.92099,0.41226,0.7985,0.58522
1.85,1.0155,7.6405,0.31617,0.41911,1.3053,0.8959,0.31926,0.93392,0.96401,0.48428,0.79352,0.531,1.1543,2.2396,0.82605,0.99171,0.7704,1.18,0.54527,1.6219,0.28348,0.70343,3.8487,0.39932,0.48983,0.81204,1.0014,5.6356,2.4796,0.56152,0.39948,1.074,1.5603,0.85185,0.49837,0.83002,0.9874,0.89329,0.39729,0.78134,0.69349
1.9,0.96708,7.3682,0.29792,0.42305,1.3633,0.86478,0.32772,0.96192,0.96013,0.48334,0.86302,0.51746,1.0441,2.3938,0.75812,0.93733,0.76321,1.1255,0.57299,1.5868,0.34358,0.66913,3.5732,0.39901,0.52245,0.79468,0.89903,5.2784,2.3406,0.55707,0.53846,1.0568,1.4895,0.98048,0.57286,0.86475,1.0184,0.86451,0.41962,0.76129,0.74122
1.95,0.89664,7.057,0.28055,0.42843,1.3481,0.83579,0.32942,1.0504,0.91624,0.47741,0.9022,0.50447,0.94147,2.6022,0.68343,0.93594,0.75602,1.0068,0.57865,1.5472,0.37575,0.61848,3.311,0.3987,0.51384,0.77819,0.80603,4.9366,2.1895,0.55182,0.70923,1.037,1.4224,1.0667,0.59782,0.86323,1.0056,0.83513,0.4324,0.76698,0.75105
2,0.81725,6.7204,0.26407,0.44023,1.2944,0.80878,0.32622,1.1965,0.8513,0.46791,0.91882,0.49204,0.85002,2.7096,0.60997,1.0113,0.74894,0.8711,0.56899,1.5256,0.38764,0.5598,3.0639,0.39839,0.4845,0.76257,0.72201,4.6107,2.222,0.54592,0.75255,1.0153,1.3588,1.0567,0.59928,0.8429,0.96548,0.80555,0.43749,0.76922,0.75071
2.05,0.73703,6.3692,0.2485,0.45324,1.2224,0.79244,0.31957,1.471,0.77757,0.45596,0.91962,0.48017,0.77035,2.7257,0.54205,1.0214,0.74205,0.74105,0.54909,1.6263,0.3851,0.49867,2.8328,0.39809,0.51884,0.74785,0.69687,4.3011,2.2668,0.53947,0.9093,1.044,1.2985,0.99596,0.5713,0.81343,0.90976,0.7761,0.43645,0.7644,0.73771
2.1,0.66078,6.0119,0.23383,0.45149,1.1437,0.77505,0.31056,1.7263,0.97211,0.44243,0.90951,0.46886,0.87387,2.6854,0.4969,0.99032,0.73537,0.6261,0.52269,1.6982,0.37263,0.43865,2.618,0.39779,0.74009,0.76905,0.6541,4.0077,2.2193,0.53259,1.2483,1.0592,1.2414,0.91234,0.52719,0.78014,0.98063,0.74704,0.43059,0.75295,0.71121
2.15,0.72088,5.6551,0.22004,0.45119,1.0648,0.75724,0.30003,1.8591,1.1506,0.42801,0.89208,0.45809,1.1164,2.6111,0.46597,0.93483,0.72891,0.529,0.49258,1.769,0.35361,0.6055,2.4191,0.39749,0.91757,0.84195,0.6036,3.7306,2.1228,0.52535,1.3451,1.0632,1.1873,0.82248,0.5146,0.74593,1.0228,0.71859,0.42529,0.7373,0.67747
2.2,0.72751,5.3038,0.20709,0.45488,1.0775,0.73944,0.28861,1.9082,1.2033,0.4134,0.8699,0.44786,1.2593,2.5174,0.4692,0.86654,0.72267,0.44924,0.46783,2.07,0.33056,0.68354,2.2357,0.3972,0.96415,0.96835,0.55103,3.4948,2.0049,0.51784,1.3058,1.0588,1.1361,0.876,0.61227,0.7123,1.0169,0.6909,0.42619,0.71918,0.64047
2.25,0.70254,4.9619,0.19494,0.45959,1.0504,0.72194,0.27678,1.9014,1.1792,0.39875,0.84484,0.43813,1.3993,2.4138,0.62773,0.79326,0.71665,0.3849,0.44037,2.6287,0.30537,0.70259,2.0668,0.3969,0.94128,1.1187,0.49953,3.2849,1.8775,0.51013,1.1965,1.0484,1.0875,0.97491,0.64112,0.68005,0.98079,0.66412,0.42199,0.69979,0.60273
2.3,0.66049,4.6321,0.18356,0.46131,1.0031,0.70929,0.26489,1.8598,1.2286,0.38437,0.81822,0.4289,1.437,2.306,0.77086,0.79115,0.71084,0.55891,0.41179,3.3729,0.27938,0.68388,1.9116,0.39662,0.88388,1.2986,0.45078,3.0887,1.7888,0.50228,1.057,1.0336,1.0415,0.97834,0.62736,0.64953,0.92693,0.63832,0.41382,0.70478,0.56576
2.35,0.61079,4.3164,0.17292,0.4895,0.94709,0.69593,0.25318,1.8545,1.244,0.37046,0.791,0.52265,1.3665,2.1979,0.81087,0.99549,0.70524,0.60769,0.38325,4.0442,0.25357,0.64234,1.7693,0.39633,0.81154,1.487,0.40555,2.9053,1.8113,0.49435,0.91099,1.0157,0.99789,0.93038,0.58885,0.62088,0.86405,0.61358,0.40263,0.72001,0.61958
2.4,0.55938,4.2586,0.16296,0.49891,0.88876,0.69521,0.24183,2.0467,1.1959,0.35719,0.76382,0.8305,1.2558,2.0918,0.79178,1.5171,0.69984,0.58502,0.35551,4.6256,0.2286,0.58833,1.6389,0.39605,0.73505,1.6605,0.36412,2.7338,1.7681,0.48638,0.77126,0.99564,0.95658,0.85834,0.53754,0.5941,0.79804,0.58995,0.3892,0.72288,0.72518
2.45,0.50982,4.3466,0.15365,0.49759,0.89383,0.69049,0.23096,2.3737,1.1131,0.34464,0.73715,1.2708,1.2064,1.9891,0.74161,2.3447,0.69463,0.53284,0.3291,5.2204,0.2049,0.60331,1.5195,0.39577,0.76299,1.8273,0.32648,2.5735,1.6904,0.47842,0.64436,0.97421,0.91745,0.77856,0.48123,0.56914,0.73519,0.56743,0.37417,0.72652,0.77028
2.5,0.4641,4.9235,0.14495,0.49047,0.87052,0.68305,0.22065,2.7242,1.0146,0.33288,0.71127,1.5625,1.4797,1.8905,0.67774,3.3458,0.68961,0.47263,0.30434,5.7298,0.18275,0.6227,1.4103,0.39549,1.2018,2.0016,0.29246,2.4237,1.5965,0.4705,0.53292,0.97695,0.88038,0.70038,0.42482,0.54592,0.77541,0.54606,0.35806,0.72152,0.77759
2.55,0.42315,5.2995,0.13683,0.48054,0.83302,0.67383,0.21095,3.093,0.91217,0.32193,0.6864,1.7469,1.6764,1.7964,0.61058,4.4952,0.68477,0.4451,0.28138,6.204,0.16229,0.60768,1.3105,0.39521,1.849,2.0611,0.26182,2.2838,1.4972,0.46266,0.43728,0.98349,0.84526,0.62866,0.37127,0.52433,0.79631,0.52581,0.34131,0.71084,0.762
2.6,0.38727,5.5159,0.12924,0.46958,0.78953,0.66353,0.20187,3.4762,0.82142,0.3118,0.66265,1.8542,1.6545,1.707,0.54607,5.4666,0.6801,0.55946,0.26031,6.7422,0.14357,0.57178,1.2193,0.39494,2.2255,2.0554,0.24041,2.153,1.3986,0.45491,0.35656,0.98173,0.81199,0.56557,0.32218,0.50428,0.78629,0.50668,0.32426,0.6966,0.73316
2.65,0.37981,5.6066,0.12216,0.45859,0.80486,0.65266,0.19342,4.0819,0.76826,0.30247,0.64007,1.9064,1.6742,1.6223,0.48726,5.8407,0.6756,0.70767,0.24111,7.2673,0.12658,0.52438,1.1359,0.39467,2.3107,2.0137,0.23876,2.0307,1.3039,0.4473,0.28927,0.97675,0.78048,0.51162,0.30091,0.48565,0.75705,0.48865,0.30719,0.68027,0.6973
2.7,0.4579,5.5995,0.11555,0.44811,0.89508,0.64157,0.18558,4.387,0.706,0.29392,0.62318,1.9196,1.6202,1.5422,0.43546,5.8252,0.67792,0.96819,0.22373,7.5972,0.11126,0.47184,1.0598,0.3944,2.2423,1.953,0.22787,1.9165,1.2147,0.43982,0.23373,0.97294,0.77338,0.48598,0.33544,0.46836,0.71681,0.47168,0.29032,0.6629,0.6584
2.75,0.91298,5.5174,0.10937,0.51872,0.91732,0.63132,0.17834,4.4818,0.64181,0.28611,0.60601,1.9056,1.5467,1.4666,0.39092,5.5671,0.68875,1.0045,0.23152,7.7746,0.097535,0.41838,0.99027,0.39414,2.0985,1.8834,0.25563,1.8098,1.2168,0.4325,0.3519,0.96365,0.79047,0.45782,0.34083,0.53148,0.71615,0.45574,0.30839,0.64519,0.61892
2.8,1.5774,5.3791,0.10362,0.56632,0.90221,0.62106,0.17167,4.4366,0.59857,0.33534,0.58894,1.8728,1.6183,1.3952,0.3533,5.1686,0.69179,0.93779,0.2744,7.8337,0.085291,0.36667,0.9268,0.39387,1.9723,1.8106,0.33181,1.7101,1.3692,0.44341,0.41663,0.95041,0.79541,0.43034,0.32853,0.6293,0.80232,0.45531,0.31921,0.70584,0.59413
2.85,1.8897,5.1995,0.098241,0.58084,0.86773,0.61095,0.16554,4.301,0.55142,0.36939,0.57223,1.8274,1.8625,1.3564,0.32195,4.7001,0.69091,0.83187,0.29873,7.8018,0.084498,0.31831,0.86885,0.39361,1.8119,1.8089,0.3591,1.617,1.4134,0.45378,0.42305,0.93438,0.79135,0.40518,0.30629,0.68764,0.85993,0.45403,0.32418,0.8284,0.56522
2.9,1.9788,4.9908,0.093225,0.57665,0.82437,0.60114,0.45469,4.1099,0.50458,0.39154,0.55606,1.774,2.015,1.4506,0.2961,4.2083,0.6881,0.71883,0.30965,7.7008,0.08527,0.27416,0.81596,0.39335,1.6417,1.7895,0.35883,1.53,1.3966,0.46189,0.50948,0.91642,0.78074,0.38309,0.27926,0.85844,0.87058,0.45113,0.32447,0.90071,0.53476
2.95,1.9325,4.7629,0.088546,0.57266,0.77811,0.59172,1.2624,3.8876,0.54259,0.40447,0.54054,1.7157,2.0385,1.49,0.49518,3.7237,0.68438,0.61358,0.31106,7.8364,0.086044,0.23457,0.76769,0.39309,1.4746,1.7468,0.34366,1.4488,1.3469,0.46799,0.54957,0.89722,0.76546,0.36423,0.25076,0.92785,0.85098,0.44711,0.32106,0.93792,0.50437
3,1.8098,4.5235,0.35344,0.55879,0.73229,0.58272,2.3178,3.6508,0.57886,0.41035,0.52574,1.7744,2.3608,1.4889,1.0831,3.2647,0.68028,0.522,0.3059,8,0.10424,0.19956,0.72362,0.39283,1.3174,1.6923,0.33043,1.3729,1.2809,0.47234,0.53381,0.87726,0.74695,0.34844,0.24958,0.94237,0.90582,0.45551,0.3148,0.95091,0.475
3.05,1.6492,4.2788,0.65096,0.54031,0.68868,0.5742,3.7125,3.4107,0.57943,0.41089,0.51168,1.8269,3.0265,1.4629,1.4358,2.8421,0.67605,0.44537,0.37416,8.0463,0.1166,0.16894,0.68341,0.39258,1.1728,1.645,0.37496,1.3068,1.2085,0.47713,0.48927,0.85691,0.72629,0.33545,0.30432,0.92788,0.95631,0.46707,0.31108,0.94742,0.45539
3.1,1.4753,4.0335,0.84837,0.5203,0.64813,0.56615,4.9807,3.1749,0.55904,0.40748,0.49838,1.8414,3.556,1.4221,1.7635,2.5672,0.67184,0.38279,0.41396,8.0024,0.12193,0.14241,0.64671,0.39233,1.0417,1.6267,0.4775,1.2437,1.135,0.48358,0.462,0.83646,0.70433,0.50546,0.32338,0.89876,0.99989,0.47432,0.33854,0.93301,0.4779
3.15,1.3034,3.7913,0.97248,0.50053,0.6252,0.55858,5.7974,2.9482,0.52746,0.40122,0.48583,1.8746,3.7713,1.3731,2.3146,2.3306,0.66771,0.33252,0.43231,7.8902,0.18751,0.11959,0.61322,0.39208,0.99377,1.6671,0.51296,1.1836,1.2756,0.48816,0.55101,0.85025,0.68169,0.6191,0.4263,1.5173,1.0457,0.47802,0.35638,0.91159,0.51409
3.2,1.1421,3.5551,1.0432,0.49764,0.7472,0.55336,6.2734,2.7333,0.49202,0.39298,0.47401,2.0223,3.6762,1.3199,2.53,2.0878,0.66662,0.29259,0.43543,7.7268,0.56054,0.10009,0.58265,0.39183,1.2965,1.7272,0.54061,1.1269,1.5425,0.49107,0.64192,0.87402,0.65885,0.7573,0.5937,3.3174,1.1458,0.4788,0.36641,0.88595,0.52437
3.25,0.99598,3.3268,1.0756,0.48817,0.83648,0.56021,6.4951,2.5319,0.45693,0.38345,0.4629,2.1042,3.3764,1.2653,2.4934,1.8519,0.66412,0.4271,0.42799,7.5262,0.80392,0.083524,0.60178,0.39158,1.389,1.7302,0.56085,1.0734,1.6434,0.49254,0.6471,0.88588,0.63615,0.91646,0.66517,4.3371,1.2108,0.47719,0.37016,0.8841,0.52944
3.3,0.86686,3.1079,1.0804,0.47826,0.86074,0.56324,6.5295,2.3447,0.70909,0.37314,0.46191,2.183,3.0138,1.2219,2.4367,1.6306,0.66098,0.66133,0.41352,7.2991,0.95053,0.06951,0.63482,0.39133,1.4044,1.7015,0.54832,1.0231,1.6493,0.49274,0.60608,0.88888,0.61384,0.95637,0.67564,4.738,1.2116,0.47367,0.36892,1.078,0.52447
3.35,0.75484,2.8995,1.066,0.64827,0.84914,0.5657,6.4285,2.1717,0.84051,0.36247,0.45846,2.369,2.7244,1.2425,2.5367,1.4281,0.65756,0.91339,0.39461,7.0541,1.0259,0.057707,0.83048,0.39109,1.3524,1.6559,0.51859,0.97598,1.6029,0.49184,0.54314,0.88533,0.59211,0.92954,0.64912,4.8045,1.1717,0.46863,0.36375,1.4221,0.50971
