max_bins,interactions,outer_bags,learning_rate,min_samples_leaf,max_leaves,random_state,threshold,train_precision,train_recall,train_f1,train_auc,test_precision,test_recall,test_f1,test_auc
256,20,8,0.01,2,3,42,0.4,0.8759208867060463,0.9717977983137587,0.921371847456148,0.9085962202634015,0.8972943868622965,0.9456660519222585,0.9208454206382097,0.8192633205461147
256,20,8,0.01,2,3,42,0.5,0.8943454954176033,0.9521004381281986,0.9223197089664027,0.9085962202634015,0.9085160202360877,0.917151368988509,0.9128132721496647,0.8192633205461147
256,20,8,0.01,2,3,42,0.6,0.9140972374079743,0.923419608998196,0.9187347753621862,0.9085962202634015,0.9210172026925953,0.8734572279755993,0.8966069608271443,0.8192633205461147
256,20,8,0.01,2,3,42,0.7,0.9319006201489918,0.8796804241375502,0.9050378787878788,0.9085962202634015,0.9338803088803089,0.8235210668179883,0.8752355823595929,0.8192633205461147
256,20,8,0.01,2,3,42,0.8,0.9524966378898964,0.8083649350171201,0.8745319843862025,0.9085962202634015,0.9483255311487216,0.7471981841395943,0.8358327382369277,0.8192633205461147
256,50,8,0.01,2,3,42,0.3,0.8564903539031558,0.9872611464968153,0.9172381945988473,0.9133905760842573,0.8876915086990392,0.9699248120300752,0.9269880008135042,0.8209765087890701
256,50,8,0.01,2,3,42,0.4,0.8768276913895428,0.9736754905931299,0.9227172813230522,0.9133905760842573,0.8986131681701899,0.9468009646758405,0.922077922077922,0.8209765087890701
256,50,8,0.01,2,3,42,0.5,0.8966508502753437,0.9531681455027429,0.9240461148588357,0.9133905760842573,0.9102564102564102,0.916583912611718,0.9134092033646709,0.8209765087890701
256,50,8,0.01,2,3,42,0.6,0.9168004085205719,0.925407753764589,0.9210839731022226,0.9133905760842573,0.9202032277346085,0.8735990920697971,0.8962957572229096,0.8209765087890701
256,50,8,0.01,2,3,42,0.7,0.935090326112458,0.880453591546703,0.9069498435574097,0.9133905760842573,0.9349541136692964,0.8238047950063839,0.875867269984917,0.8209765087890701
256,50,8,0.01,2,3,42,0.8,0.9544862894828184,0.8099480873310997,0.8762970782130693,0.9133905760842573,0.946515397082658,0.7456376791034189,0.8341533089985717,0.8209765087890701
512,0,8,0.01,2,3,42,0.3,0.8514807392562903,0.9855307242001399,0.9136147991399024,0.8991446898428911,0.8860693940963231,0.9709178606894595,0.9265552020578082,0.8181780055221237
512,0,8,0.01,2,3,42,0.4,0.8693258612164166,0.970914178417584,0.9173159871991095,0.8991446898428911,0.8961073825503356,0.947084692864236,0.9208910959376508,0.8181780055221237
512,0,8,0.01,2,3,42,0.5,0.8882627817482133,0.9518058981628069,0.9189371723096064,0.8991446898428911,0.9072801234394726,0.9175769612711023,0.9123994921709692,0.8181780055221237
512,0,8,0.01,2,3,42,0.6,0.9061767569321747,0.9252604837818932,0.915619193354465,0.8991446898428911,0.919130691898285,0.8819690736274649,0.9001665098095997,0.8181780055221237
512,0,8,0.01,2,3,42,0.7,0.9252840362025804,0.8845403335665109,0.9044535632270452,0.8991446898428911,0.9328997461928934,0.834302737977018,0.8808507451509024,0.8181780055221237
512,0,8,0.01,2,3,42,0.8,0.9475066747050211,0.8100953573137956,0.8734295298017188,0.8991446898428911,0.9462042116439568,0.758547311675415,0.8420472440944882,0.8181780055221237
512,10,8,0.01,2,3,42,0.3,0.8530798140008917,0.986156621626597,0.9148038730169572,0.9043060587271319,0.8859173126614988,0.9727620939140303,0.9273108391371966,0.8187486225385455
512,10,8,0.01,2,3,42,0.4,0.8735262948734932,0.9711350833916277,0.9197482434576425,0.9043060587271319,0.8982800322493953,0.9483614697120158,0.9226416396383963,0.8187486225385455
512,10,8,0.01,2,3,42,0.5,0.8926584902401106,0.9512904532233718,0.9210423127651232,0.9043060587271319,0.9088098918083463,0.9175769612711023,0.9131723845828039,0.8187486225385455
512,10,8,0.01,2,3,42,0.6,0.9109591532390063,0.922094179153934,0.916492845903319,0.9043060587271319,0.9204291461779168,0.8762945098595546,0.8978197674418604,0.8187486225385455
512,10,8,0.01,2,3,42,0.7,0.929651570660223,0.8782077243105924,0.9031977129442057,0.9043060587271319,0.9343077417282364,0.8252234359483615,0.8763841807909605,0.8187486225385455
512,10,8,0.01,2,3,42,0.8,0.9505926279685668,0.8061190677810095,0.8724150296848229,0.9043060587271319,0.9480869409017424,0.7487586891757696,0.836715282181357,0.8187486225385455
512,20,8,0.01,2,3,42,0.3,0.8541865952426504,0.9863038916092928,0.9155033063923586,0.9070930985412439,0.8864577938891766,0.9713434529720528,0.9269613484058756,0.8193772251358863
512,20,8,0.01,2,3,42,0.4,0.875132625994695,0.9717609808180847,0.9209190349086722,0.9070930985412439,0.8977640086206896,0.9455241878280607,0.9210253575623575,0.8193772251358863
512,20,8,0.01,2,3,42,0.5,0.8934083767825697,0.9526158830676338,0.9220626492284666,0.9070930985412439,0.9091805125316812,0.9160164562349269,0.9125856829906014,0.8193772251358863
512,20,8,0.01,2,3,42,0.6,0.9134240180883265,0.9221678141452818,0.9177750906892382,0.9070930985412439,0.921865626874625,0.8720385870336218,0.8962601151855362,0.8193772251358863
