max_depth,min_samples_split,min_samples_leaf,class_weight_factor,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,n_leaves_mean,n_leaves_std
4,80,60,0.6,0.8945610220896004,0.02711002854596872,0.8717458480451572,0.03405745271106789,0.8822216425213252,0.009817803801814063,15.6,0.5477225575051662
4,80,60,0.7,0.8771251039574587,0.0233876212473573,0.9264925464906411,0.0094753743238094,0.900990389280917,0.013130659348737242,15.6,0.5477225575051662
4,80,60,0.8,0.872858591498342,0.02559669680451239,0.9390385254061432,0.006331629690746252,0.904560307242211,0.013275247610148574,15.6,0.5477225575051662
4,80,60,0.9,0.8675682286192498,0.023412617343047216,0.9466425698719183,0.006662763708245219,0.9052562182465019,0.013570303095739533,15.6,0.5477225575051662
4,80,60,1.0,0.8628515126647012,0.027784426400546396,0.9531567640661474,0.004329200491961939,0.9055511670019198,0.0146562143712854,15.4,0.5477225575051662
4,80,70,0.6,0.8945610220896004,0.02711002854596872,0.8717458480451572,0.03405745271106789,0.8822216425213252,0.009817803801814063,15.6,0.5477225575051662
4,80,70,0.7,0.8772586151167273,0.023452628013406418,0.9263362441572704,0.009337148964962277,0.9009864338089768,0.013127608006344767,15.6,0.5477225575051662
4,80,70,0.8,0.872810142266155,0.025565860674296222,0.9392841433585826,0.006079936416363964,0.904651170277617,0.013315588065482964,15.6,0.5477225575051662
4,80,70,0.9,0.8675294430790172,0.023407218899213433,0.9469097302629619,0.006961093196734042,0.905356497030569,0.013599158766190559,15.6,0.5477225575051662
4,80,70,1.0,0.862854394355689,0.02778267046090184,0.9531783065047513,0.004351448712398783,0.9055623121417975,0.014650774938897285,15.2,0.8366600265340758
4,100,40,0.6,0.8942496917694054,0.027459634442253876,0.8724610221745104,0.03409877077237787,0.882421337710295,0.009546028808113557,15.6,0.5477225575051662
4,100,40,0.7,0.8769050541871091,0.023693826375472748,0.9272077206199942,0.008517526106724016,0.9012031767329505,0.01275383974059138,15.6,0.5477225575051662
4,100,40,0.8,0.8726122565372144,0.025955333777645372,0.9396293214260437,0.006066858252769616,0.9046886231055009,0.013065578915349568,15.6,0.5477225575051662
4,100,40,0.9,0.8671185406606161,0.0240821188547641,0.9472333658918188,0.006120163190379933,0.905266738545208,0.013553235710371344,15.6,0.5477225575051662
4,100,40,1.0,0.8626127755814531,0.028151775668089574,0.9538097491407742,0.0039198597296346525,0.9056975982077884,0.01440396371952339,15.4,0.5477225575051662
4,100,50,0.6,0.8945610220896004,0.02711002854596872,0.8717458480451572,0.03405745271106789,0.8822216425213252,0.009817803801814063,15.6,0.5477225575051662
4,100,50,0.7,0.8771251039574587,0.0233876212473573,0.9264925464906411,0.0094753743238094,0.900990389280917,0.013130659348737242,15.6,0.5477225575051662
4,100,50,0.8,0.872858591498342,0.02559669680451239,0.9390385254061432,0.006331629690746252,0.904560307242211,0.013275247610148574,15.6,0.5477225575051662
4,100,50,0.9,0.8675682286192498,0.023412617343047216,0.9466425698719183,0.006662763708245219,0.9052562182465019,0.013570303095739533,15.6,0.5477225575051662
4,100,50,1.0,0.8623672644608333,0.028535032499459677,0.9538097491407742,0.0039198597296346525,0.9055568569559878,0.014646356971941799,15.4,0.5477225575051662
4,100,60,0.6,0.8945610220896004,0.02711002854596872,0.8717458480451572,0.03405745271106789,0.8822216425213252,0.009817803801814063,15.6,0.5477225575051662
4,100,60,0.7,0.8771251039574587,0.0233876212473573,0.9264925464906411,0.0094753743238094,0.900990389280917,0.013130659348737242,15.6,0.5477225575051662
4,100,60,0.8,0.872858591498342,0.02559669680451239,0.9390385254061432,0.006331629690746252,0.904560307242211,0.013275247610148574,15.6,0.5477225575051662
4,100,60,0.9,0.8675682286192498,0.023412617343047216,0.9466425698719183,0.006662763708245219,0.9052562182465019,0.013570303095739533,15.6,0.5477225575051662
4,100,60,1.0,0.8628515126647012,0.027784426400546396,0.9531567640661474,0.004329200491961939,0.9055511670019198,0.0146562143712854,15.4,0.5477225575051662
4,100,70,0.6,0.8945610220896004,0.02711002854596872,0.8717458480451572,0.03405745271106789,0.8822216425213252,0.009817803801814063,15.6,0.5477225575051662
4,100,70,0.7,0.8772586151167273,0.023452628013406418,0.9263362441572704,0.009337148964962277,0.9009864338089768,0.013127608006344767,15.6,0.5477225575051662
4,100,70,0.8,0.872810142266155,0.025565860674296222,0.9392841433585826,0.006079936416363964,0.904651170277617,0.013315588065482964,15.6,0.5477225575051662
4,100,70,0.9,0.8675294430790172,0.023407218899213433,0.9469097302629619,0.006961093196734042,0.905356497030569,0.013599158766190559,15.6,0.5477225575051662
4,100,70,1.0,0.862854394355689,0.02778267046090184,0.9531783065047513,0.004351448712398783,0.9055623121417975,0.014650774938897285,15.2,0.8366600265340758
5,60,40,0.6,0.8867357093263969,0.025103386114042867,0.9131476003172828,0.015545770711042102,0.8995232960772526,0.013620849039323047,30.4,1.1401754250991378
5,60,40,0.7,0.8822853201804154,0.02764684625365261,0.9211039596870967,0.013861962811886392,0.9010276848824169,0.014502494866006242,30.0,1.4142135623730951
5,60,40,0.8,0.8805446945438208,0.023455105294611808,0.9268338598916743,0.02145187058537991,0.9029018278445895,0.016879401331249107,29.8,1.4832396974191329
5,60,40,0.9,0.8704747678600956,0.025337640311828624,0.9372708940604649,0.02312261068611266,0.9025118045275654,0.02124384235680428,29.8,1.4832396974191329
5,60,40,1.0,0.8620879015868883,0.02551513651161797,0.9575425549017573,0.006676676544076325,0.9071912962068021,0.016285076167382572,29.2,2.387467277262665
5,60,50,0.6,0.8874428805399756,0.024080679164619048,0.912356742667537,0.016109698254451726,0.8995204157789052,0.013687790414774784,29.8,1.7888543819998315
5,60,50,0.7,0.8820783250663229,0.027607558060587265,0.9210723401758555,0.014668110572632067,0.9009087592345721,0.014977375787127963,29.2,1.6431676725154982
5,60,50,0.8,0.879082018288791,0.02499886206687325,0.926827843302213,0.02239967097593578,0.902127144504061,0.0184869685460999,29.4,1.673320053068151
5,60,50,0.9,0.8707842104977143,0.024938055387578865,0.9367880914328012,0.02429637704850326,0.9024528080245794,0.02152569413889072,29.4,1.673320053068151
5,60,50,1.0,0.8621496817945387,0.026361494482024416,0.9578060356876419,0.006899311349008042,0.9073361523949706,0.0168465358393431,29.0,2.449489742783178
5,60,60,0.6,0.8883280709916768,0.024269806189014136,0.9087622592600233,0.018051016104985,0.898210367195942,0.014489257340298324,29.4,1.949358868961793
5,60,60,0.7,0.882263421677583,0.027586744936514168,0.920273580988081,0.015628487760661003,0.9006000175043889,0.014534867064755073,28.8,1.4832396974191326
5,60,60,0.8,0.8791630005925789,0.025087295170265457,0.9269894374440246,0.022506917699157476,0.9022457539583193,0.0185927995413462,29.2,1.3038404810405297
5,60,60,0.9,0.8704657983771327,0.025055455259731334,0.9372885240174194,0.024989267277942442,0.90250588148945,0.02174947251037796,29.2,1.3038404810405297
