train_precision,train_recall,train_f1,train_auc,test_precision,test_recall,test_f1,test_auc,n_train,n_test,random_state
0.8983343986163853,0.9674454387172531,0.9316099348851717,0.9003521255535318,0.8512667102926054,0.9572164406601492,0.9011380504700643,0.8860427228251972,29760,12715,42
