max_depth,min_samples_split,min_samples_leaf,class_weight_factor,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
6,40,20,1.2,0.8522088682752503,0.019196153026430223,0.973074364511935,0.001081270534619997,0.9085161784701494,0.010637229701111263
6,40,20,1.5,0.868091804768144,0.008895174256453873,0.9808068797214246,0.005081680127922616,0.9209742808562215,0.004643248816697692
6,40,20,2.0,0.8377190270979408,0.03725700673417495,0.9872263448769442,0.0033717496536916124,0.9059124581983423,0.021670051199305384
6,40,25,0.8,0.8293707704752027,0.011483328682271194,0.9456702551743138,0.01210906617369667,0.8836088378729624,0.007023646380167603
6,40,25,1.0,0.864406740998355,0.029460491440159223,0.9721924031042101,0.009099381916195897,0.9148073912152196,0.01569947644701963
6,40,25,1.2,0.8544254977121609,0.013713530182435573,0.9627749979362661,0.0032700014233612057,0.9052918676713646,0.006679124452983826
6,40,25,1.5,0.8569077954841108,0.03026431375212789,0.9781242827768312,0.003822686163273212,0.9132762994494629,0.018365193712340203
6,40,25,2.0,0.8283960290161584,0.06473308832463553,0.9746417318041457,0.017945307263422007,0.8937095225527201,0.03495596046775265
6,40,30,0.8,0.8548987634435535,0.033684934331590886,0.9509977910023847,0.01090384126663012,0.8998452593146083,0.01538728173308408
6,40,30,1.0,0.8712980681048746,0.04803737161253203,0.959150778540021,0.013377166704754263,0.9120734828095873,0.02072584955367973
6,40,30,1.2,0.8667579191129318,0.026786453779457174,0.9694169583443221,0.01055489280457951,0.9148520052260286,0.011257149441874965
6,40,30,1.5,0.8657632084620185,0.007872745351998214,0.9800060723420766,0.007762505094582853,0.9193311218249014,0.006736366019733004
6,40,30,2.0,0.8261630836779115,0.016882332537946142,0.98389197608375,0.00773604337185244,0.8979764355791464,0.0068768392407563255
6,40,40,0.8,0.8873511316204157,0.031437238158031185,0.9423444668053577,0.019795234248890736,0.9133120915367462,0.00788167060531546
6,40,40,1.0,0.8924073173128516,0.03646125091132881,0.9611829741330706,0.026636526604935096,0.9245803731799124,0.014506582810870122
6,40,40,1.2,0.8847628778517146,0.025293428857001237,0.9658957928266113,0.020958396206765234,0.9231145810834572,0.012819725890209709
6,40,40,1.5,0.892556033592624,0.01155283705673487,0.9792966750903048,0.0066982699309017565,0.9338294398035484,0.0038591181684765026
6,40,40,2.0,0.7992189120218341,0.018765551661754403,0.9893588237545333,0.0073083739917474255,0.8840204751378394,0.01078321813677375
6,50,20,0.8,0.8520200753902539,0.037263721470038993,0.9579033529120963,0.011551756986253188,0.9011817302441688,0.016912920665888082
6,50,20,1.0,0.8566371958481213,0.02387250822542509,0.9653983104771043,0.005529540781593913,0.9075238672128748,0.011478876190608937
6,50,20,1.2,0.861701403296558,0.010460733861307678,0.9681754848862717,0.006014248521141229,0.9118327415427802,0.008528804429170814
6,50,20,1.5,0.8300185875080238,0.03055028561707919,0.9727862356100827,0.007190848427843312,0.8953490613211254,0.016065168885253563
6,50,20,2.0,0.8258663797605749,0.04226145947778173,0.9825229048204559,0.01347760302889218,0.8965316487246754,0.021069248637568542
6,50,25,0.8,0.8676589890480537,0.028052377085492686,0.9361337786109042,0.014548873345419246,0.900103279715878,0.009956242264195806
6,50,25,1.0,0.8514455347493796,0.029116065924386064,0.9520415952110722,0.01631760979257072,0.8983840493112067,0.010754764226620063
6,50,25,1.2,0.845431220999413,0.007200848189118458,0.9701630917040059,0.011840144974946364,0.9034625355358242,0.006531849324925962
6,50,25,1.5,0.8384176226870634,0.04497047764726198,0.9750104404634325,0.007985576607106257,0.9007059212250642,0.023321476221069
6,50,25,2.0,0.8362734732796683,0.017343786895138977,0.9889497264505381,0.0042716306557996344,0.9060856638224498,0.00842362696926472
6,50,30,0.8,0.8766646167211882,0.04411474026853266,0.9457724629694683,0.0073535459278668445,0.909225410241295,0.021483923202501108
6,50,30,1.0,0.8673812747020108,0.04753757516910159,0.9675235721323173,0.013561424189139745,0.9136519313633612,0.020339569055883917
6,50,30,1.2,0.8688897859490217,0.025018077288942033,0.975136075929815,0.0033610792157909284,0.9187506458142841,0.013768935322852532
6,50,30,1.5,0.8947029958130223,0.01609652701975173,0.9810655864504133,0.002449499345637395,0.9357978264652179,0.00777125499981727
6,50,30,2.0,0.8708107670610494,0.027425217592974404,0.9785169475361153,0.0057948065763757965,0.9212384907155601,0.01378275954190119
6,50,40,0.8,0.8604945674219467,0.01699636292811803,0.950027349440925,0.023920033707986493,0.9026653319106784,0.008621780395289947
6,50,40,1.0,0.8528013787151311,0.02397480593975651,0.9635061752439621,0.014422971750782356,0.9044357503615904,0.011205456891895713
6,50,40,1.2,0.8072631212848455,0.029214199839410315,0.9697028598875166,0.007877404803674519,0.8806670049694091,0.01535566083063055
6,50,40,1.5,0.8498039316370548,0.04064717052581066,0.9778737725994674,0.007707940056780098,0.9086941702625696,0.021000365083788892
6,50,40,2.0,0.8441119083398144,0.01933284003439216,0.977331369134964,0.010271307438210094,0.9056132732079517,0.00779996843471809
6,60,20,0.8,0.8802064993385477,0.004187930397922016,0.9481082650659065,0.007991300826484525,0.9128907081412843,0.005743820791660588
6,60,20,1.0,0.8482281142803156,0.03214822418164623,0.9536244861566151,0.025361237713933265,0.8974693417075826,0.023346060560534013
6,60,20,1.2,0.8118173014030106,0.012071726532128409,0.9723563480193255,0.005359886117041412,0.8848369855841476,0.0089825231375584
6,60,20,1.5,0.85517140554063,0.039919594055806966,0.9852305936672687,0.005102877872110114,0.9150449596195722,0.021538803636450905
6,60,20,2.0,0.8352855633268543,0.009840319793660082,0.9839731329269087,0.004508190278753177,0.9034954281823966,0.0041329061531235126
6,60,25,0.8,0.8730651517675944,0.0278660902368734,0.9425803039691147,0.008705551213545725,0.9061345112557868,0.011662835975974112
6,60,25,1.0,0.8427132045389413,0.058746177536236455,0.9604654272173939,0.019643842590974105,0.895902394048247,0.02601346956090941
6,60,25,1.2,0.8321356542809908,0.03155860554594094,0.9828100781072465,0.003928847307547115,0.9009165097562222,0.019452615148358016
6,60,25,1.5,0.8632337875437538,0.031033714096474412,0.9817811885938589,0.008414087649830086,0.9183101823101144,0.015803238841727546
6,60,25,2.0,0.8613880576268892,0.03374596213120899,0.9846369664509291,0.00544228147256343,0.9184451357681848,0.016927499119278835
6,60,30,0.8,0.8925062006281408,0.01706174954670809,0.9477794701735426,0.016048394578386044,0.9190537328000242,0.00599480324079027
6,60,30,1.0,0.84935508185316,0.013466899284735035,0.9615499728990798,0.01039547759879091,0.9018174893286449,0.002957158007575837
6,60,30,1.2,0.8679614601315562,0.009602135497357816,0.9718636687635521,0.00341159915426085,0.9169351639028815,0.004367785592868724
6,60,30,1.5,0.8929227439078323,0.029963631705330774,0.9712081669473503,0.0047043623315975005,0.9300824232277946,0.014541889695156605
