max_bins,interactions,outer_bags,learning_rate,min_samples_leaf,max_leaves,random_state,threshold,train_precision,train_recall,train_f1,train_auc,test_precision,test_recall,test_f1,test_auc
512,0,8,0.01,2,3,42,0.7,0.9254679916801479,0.8846139685578587,0.9045799371270448,0.8992004451628404,0.9330371310695017,0.8341608738828202,0.8808328964122538,0.8181395915943033
512,0,8,0.01,2,3,42,0.8,0.9471893172517769,0.8095799123743603,0.8729950770208036,0.8992004451628404,0.9460463470723509,0.7586891757696127,0.8420721146276177,0.8181395915943033
512,10,8,0.01,2,3,42,0.3,0.8536181064711508,0.9858988991568793,0.9150023064700756,0.9045239396662392,0.8855592870059417,0.9726202298198326,0.9270502332499493,0.8184061793908548
512,10,8,0.01,2,3,42,0.4,0.8737950909271589,0.9712087183829756,0.9199302528334786,0.9045239396662392,0.8983050847457628,0.9473684210526315,0.9221846302561624,0.8184061793908548
512,10,8,0.01,2,3,42,0.5,0.8926830954273667,0.9509222782666323,0.920882803864941,0.9045239396662392,0.9088222878851836,0.9163001844233225,0.9125459169256852,0.8184061793908548
512,10,8,0.01,2,3,42,0.6,0.9110981775853916,0.9221678141452818,0.9165995754958648,0.9045239396662392,0.9203698180733672,0.8755851893885658,0.8974191203198837,0.8184061793908548
512,10,8,0.01,2,3,42,0.7,0.9299633642528646,0.878502264275984,0.9035006342414661,0.9045239396662392,0.9343182913120283,0.8253653000425593,0.8764688159084062,0.8184061793908548
512,10,8,0.01,2,3,42,0.8,0.9509058521962028,0.805824527815618,0.8723743473235283,0.9045239396662392,0.9478792235801582,0.7481912327989786,0.8362800285419805,0.8184061793908548
512,20,8,0.01,2,3,42,0.3,0.8543599553642596,0.9865984315746843,0.9157297611318047,0.9078857121030146,0.8865284974093264,0.9709178606894595,0.9268061480127293,0.8195592050407826
512,20,8,0.01,2,3,42,0.4,0.8749213081077499,0.9722027907661721,0.9210003139060374,0.9078857121030146,0.897978436657682,0.9452404596396652,0.9210035247771097,0.8195592050407826
512,20,8,0.01,2,3,42,0.5,0.8940420237766105,0.9524686130849379,0.9223309624400592,0.9078857121030146,0.9095782197771195,0.9147396793871471,0.9121516480407412,0.8195592050407826
512,20,8,0.01,2,3,42,0.6,0.9137440758293839,0.9227937115717388,0.9182465974244839,0.9078857121030146,0.9223970037453183,0.8734572279755993,0.8972602739726028,0.8195592050407826
512,20,8,0.01,2,3,42,0.7,0.9324783985612073,0.8780972718235706,0.9044711593158633,0.9078857121030146,0.9352016847561964,0.8189814158036601,0.8732415670851611,0.8195592050407826
512,20,8,0.01,2,3,42,0.8,0.9523954306563002,0.8072972276425757,0.8738641798182688,0.9078857121030146,0.9482509917057339,0.7460632713860123,0.8350932909884875,0.8195592050407826
512,50,8,0.01,2,3,42,0.3,0.8568097610834291,0.9876293214535548,0.9175802562041424,0.9145589999019547,0.8873604983130029,0.970066676124273,0.9268722466960353,0.8202557613901854
512,50,8,0.01,2,3,42,0.4,0.8768363455480019,0.9734914031147601,0.9226394026100915,0.9145589999019547,0.898815931108719,0.9476521492410271,0.922588219045646,0.8202557613901854
512,50,8,0.01,2,3,42,0.5,0.8980108123093984,0.9540517653989176,0.9251834264598247,0.9145589999019547,0.9114458679431227,0.9184281458362888,0.9149236856981345,0.8202557613901854
512,50,8,0.01,2,3,42,0.6,0.9172932330827067,0.9252973012775672,0.9212778826591397,0.9145589999019547,0.9224550898203593,0.8741665484465881,0.8976618836040499,0.8202557613901854
512,50,8,0.01,2,3,42,0.7,0.9361926731047425,0.8815949339125952,0.9080738746255073,0.9145589999019547,0.9354005167958657,0.8216768335934175,0.874858394381089,0.8202557613901854
512,50,8,0.01,2,3,42,0.8,0.9545355949850332,0.8100953573137956,0.8764040468413925,0.9145589999019547,0.9480496135178861,0.7481912327989786,0.8363463368220743,0.8202557613901854
