#;Filename;FPS
277;3DM_F36_7D;29.78
278;3DM_F37_1D;29.78
279;3DM_F37_2D;29.78
280;3DM_F37_3D;29.78
281;3DM_F37_4D;29.78
282;3DM_F37_5D;29.78
283;3DM_F37_6D;29.78
284;3DM_F37_7D;29.78
285;3DM_F38_1D;29.78
286;3DM_F38_2D;29.78
287;3DM_F38_3D;29.78
288;3DM_F38_4D;29.78
289;3DM_F38_5D;29.78
290;3DM_F38_6D;29.78
291;3DM_F38_7D;29.78
292;3DM_F40_1D;29.78
293;3DM_F40_2D;29.78
294;3DM_F40_3D;29.78
295;3DM_F40_4D;29.78
296;3DM_F40_5D;29.78
297;3DM_F40_6D;29.78
298;3DM_F40_7D;29.78
299;3DM_F43_1D;29.78
300;3DM_F43_2D;29.78
301;3DM_F43_3D;29.78
302;3DM_F43_4D;29.78
303;3DM_F43_5D;29.78
304;3DM_F43_6D;29.78
305;3DM_F43_7D;29.78
306;3DM_F48_1D;29.78
307;3DM_F48_2D;29.78
308;3DM_F48_3D;29.78
309;3DM_F48_4D;29.78
310;3DM_F48_5D;29.78
311;3DM_F48_6D;29.78
312;3DM_F48_7D;29.78
313;3DM_F52_1D;29.78
314;3DM_F52_2D;29.78
315;3DM_F52_3D;29.78
316;3DM_F52_4D;29.78
317;3DM_F52_5D;29.78
318;3DM_F52_6D;29.78
319;3DM_F52_7D;29.78
320;3DM_F54_1D;29.78
321;3DM_F54_2D;29.78
322;3DM_F54_3D;29.78
323;3DM_F54_4D;29.78
324;3DM_F54_5D;29.78
325;3DM_F54_6D;29.78
326;3DM_F54_7D;29.78
327;3DM_J01_1D;29.78
328;3DM_J01_2D;29.78
329;3DM_J01_3D;29.78
330;3DM_J01_4D;29.78
331;3DM_J01_5D;29.78
332;3DM_J01_6D;29.78
333;3DM_J01_7D;29.78
334;3DM_J03_1D;19.76
335;3DM_J03_2D;19.76
336;3DM_J03_3D;19.76
337;3DM_J03_4D;19.76
338;3DM_J03_5D;19.76
339;3DM_J03_6D;19.76
340;3DM_J03_7D;19.76
341;3DM_J05_1D;19.76
342;3DM_J05_2D;19.76
343;3DM_J05_3D;19.76
344;3DM_J05_4D;19.76
345;3DM_J05_5D;19.76
346;3DM_J05_6D;19.76
347;3DM_J05_7D;19.76
348;3DM_J06_1D;29.78
349;3DM_J06_2D;29.78
350;3DM_J06_3D;29.78
351;3DM_J06_4D;29.78
352;3DM_J06_5D;29.78
353;3DM_J06_6D;29.78
354;3DM_J06_7D;29.78
355;3DM_J09_1D;29.78
356;3DM_J09_2D;29.78
357;3DM_J09_3D;29.78
358;3DM_J09_4D;29.78
359;3DM_J09_5D;29.78
360;3DM_J09_6D;29.78
361;3DM_J09_7D;29.78
362;3DM_J10_1D;29.78
363;3DM_J10_2D;29.78
364;3DM_J10_3D;29.78
365;3DM_J10_4D;29.78
366;3DM_J10_5D;29.78
367;3DM_J10_6D;29.78
368;3DM_J10_7D;29.78
369;3DM_J12_1D;29.78
370;3DM_J12_2D;29.78
371;3DM_J12_3D;29.78
372;3DM_J12_4D;29.78
373;3DM_J12_5D;29.78
374;3DM_J12_6D;29.78
375;3DM_J12_7D;29.78
376;3DM_J13_1D;29.78
377;3DM_J13_2D;29.78
378;3DM_J13_3D;29.78
379;3DM_J13_4D;29.78
380;3DM_J13_5D;29.78
381;3DM_J13_6D;29.78
382;3DM_J13_7D;29.78
383;3DM_J14_1D;19.76
384;3DM_J14_2D;19.76
385;3DM_J14_3D;19.76
386;3DM_J14_4D;19.76
387;3DM_J14_5D;19.76
388;3DM_J14_6D;19.76
389;3DM_J14_7D;19.76
390;3DM_J17_1D;29.78
391;3DM_J17_2D;29.78
392;3DM_J17_3D;29.78
393;3DM_J17_4D;29.78
394;3DM_J17_5D;29.78
395;3DM_J17_6D;29.78
396;3DM_J17_7D;29.77
397;3DM_J18_1D;29.78
398;3DM_J18_2D;29.78
399;3DM_J18_3D;29.78
400;3DM_J18_4D;29.78
401;3DM_J18_5D;29.78
402;3DM_J18_6D;29.78
403;3DM_J18_7D;29.78
404;3DM_J19_1D;29.78
405;3DM_J19_2D;29.78
406;3DM_J19_3D;29.78
407;3DM_J19_4D;29.78
408;3DM_J19_5D;29.78
409;3DM_J19_6D;29.78
410;3DM_J19_7D;29.78
411;3DM_J20_1D;19.76
412;3DM_J20_2D;19.76
413;3DM_J20_3D;19.76
414;3DM_J20_4D;19.76
415;3DM_J20_5D;19.76
416;3DM_J20_6D;19.76
417;3DM_J20_7D;19.76
418;3DM_J23_1D;29.78
419;3DM_J23_2D;29.78
420;3DM_J23_3D;29.78
421;3DM_J23_4D;29.78
422;3DM_J23_5D;29.78
423;3DM_J23_6D;29.78
424;3DM_J23_7D;29.78
425;3DM_J24_1D;19.76
426;3DM_J24_2D;19.76
427;3DM_J24_3D;19.76
428;3DM_J24_4D;19.76
429;3DM_J24_5D;19.76
430;3DM_J24_6D;19.76
431;3DM_J24_7D;19.76
432;3DM_J30_1D;29.78
433;3DM_J30_2D;29.78
434;3DM_J30_3D;29.78
435;3DM_J30_4D;29.78
436;3DM_J30_5D;29.78
437;3DM_J30_6D;29.78
438;3DM_J30_7D;29.78
439;3DM_J52_1D;29.78
440;3DM_J52_2D;29.78
441;3DM_J52_3D;29.78
442;3DM_J52_4D;29.78
443;3DM_J52_5D;29.78
444;3DM_J52_6D;29.78
445;3DM_J52_7D;29.78
446;3DM_J53_1D;29.78
447;3DM_J53_2D;29.78
448;3DM_J53_3D;29.78
449;3DM_J53_4D;29.78
450;3DM_J53_5D;29.78
451;3DM_J53_6D;29.78
452;3DM_J53_7D;29.78
453;3DM_J54_1D;29.78
454;3DM_J54_2D;29.78
455;3DM_J54_3D;29.78
456;3DM_J54_4D;29.78
457;3DM_J54_5D;29.78
458;3DM_J54_6D;29.78
459;3DM_J54_7D;29.78
460;3DM_J55_1D;19.76
461;3DM_J55_2D;19.76
462;3DM_J55_3D;19.76
463;3DM_J55_4D;19.76
464;3DM_J55_5D;19.76
465;3DM_J55_6D;19.76
466;3DM_J55_7D;19.76
467;3DM_J57_1D;29.78
468;3DM_J57_2D;29.78
469;3DM_J57_3D;29.78
470;3DM_J57_4D;29.78
471;3DM_J57_5D;29.78
472;3DM_J57_6D;29.78
473;3DM_J57_7D;29.78
474;3DM_J59_1D;29.78
475;3DM_J59_2D;29.78
476;3DM_J59_3D;29.78
477;3DM_J59_4D;29.78
478;3DM_J59_5D;29.78
479;3DM_J59_6D;29.78
480;3DM_J59_7D;29.78
481;3DM_J61_1D;19.76
482;3DM_J61_2D;19.76
483;3DM_J61_3D;19.76
484;3DM_J61_4D;29.78
485;3DM_J61_5D;29.78
486;3DM_J61_6D;29.78
487;3DM_J61_7D;29.78
488;BOWL_D01_1D;19.76
489;BOWL_D01_2D;19.76
490;BOWL_D01_3D;29.78
491;BOWL_D01_4D;29.78
492;BOWL_D01_5D;29.78
493;BOWL_D03_1D;19.76
494;BOWL_D03_2D;19.76
495;BOWL_D03_3D;29.78
496;BOWL_D03_4D;19.76
497;BOWL_D03_5D;29.78
498;BOWL_D04_1D;19.76
499;BOWL_D04_2D;19.76
500;BOWL_D04_3D;19.76
501;BOWL_D04_4D;19.76
502;BOWL_D04_5D;19.76
503;BOWL_D07_1D;19.76
504;BOWL_D07_2D;19.76
505;BOWL_D07_3D;19.76
506;BOWL_D07_4D;19.76
507;BOWL_D07_5D;19.76
508;BOWL_D14_1D;29.78
509;BOWL_D14_2D;29.78
510;BOWL_D14_3D;29.78
