max_bins,interactions,greedy_ratio,smoothing_rounds,min_samples_leaf,max_leaves,outer_bags,learning_rate,random_state,threshold,train_precision,train_recall,train_fbeta,train_auc,test_precision,test_recall,test_fbeta,test_auc,train_time_sec
256,20,10.0,0,2,5,8,0.01,42,0.3,0.8699602498580352,0.9925092116451391,0.8976699473563745,0.9074936922044659,0.8146768324380523,0.9884368758540943,0.8521262375676838,0.8883440215575347,125.2381682395935
256,20,10.0,0,2,5,8,0.01,42,0.4,0.8850608201617015,0.9840061545936754,0.9078835539034846,0.9074936922044659,0.8317070987378032,0.9766635130873541,0.8637567982150328,0.8883440215575347,125.2381682395935
256,20,10.0,0,2,5,8,0.01,42,0.5,0.901024019275657,0.9690650686318176,0.9171225199505667,0.9074936922044659,0.8523120037365717,0.9591085882476611,0.8767175939271643,0.8883440215575347,125.2381682395935
256,20,10.0,0,2,5,8,0.01,42,0.6,0.9187209577065448,0.9446491476697575,0.9250686465964175,0.9074936922044659,0.8754683494379807,0.9333543571954168,0.8892561155762537,0.8883440215575347,125.2381682395935
256,20,10.0,0,2,5,8,0.01,42,0.7,0.9386913528297917,0.9032676033526339,0.9295774647887324,0.9074936922044659,0.8975993201614616,0.888258173026385,0.8952456628261157,0.8883440215575347,125.2381682395935
256,20,10.0,0,2,5,8,0.01,42,0.8,0.9566813850801766,0.8334210632870389,0.9225700903162188,0.9074936922044659,0.9205352913311227,0.8170923998738568,0.8922944468359879,0.8883440215575347,125.2381682395935
1024,0,0.0,0,2,3,8,0.01,42,0.3,0.8641187462539224,0.9923877394015468,0.8929736031916639,0.8947642264058681,0.8019894575752423,0.9915904551666141,0.8422509431014085,0.8846621536930988,15.453770399093628
1024,0,0.0,0,2,3,8,0.01,42,0.4,0.8777212173724683,0.9844110620723164,0.9021652411080395,0.8947642264058681,0.820925730376628,0.9806580468832125,0.8557734204793028,0.8846621536930988,15.453770399093628
1024,0,0.0,0,2,3,8,0.01,42,0.5,0.8924086013490851,0.9695914483540511,0.9105289174493328,0.8947642264058681,0.8428794704422176,0.9637338379060233,0.8701594533029613,0.8846621536930988,15.453770399093628
1024,0,0.0,0,2,3,8,0.01,42,0.6,0.9106077735760789,0.9457828886099526,0.919153959665519,0.8947642264058681,0.8673041272319251,0.93440555029959,0.8831594634873323,0.8846621536930988,15.453770399093628
1024,0,0.0,0,2,3,8,0.01,42,0.7,0.9289859878948677,0.9073571688869093,0.9234826865025808,0.8947642264058681,0.8906840117498951,0.8924629454430779,0.8911280799811069,0.8846621536930988,15.453770399093628
1024,0,0.0,0,2,3,8,0.01,42,0.8,0.9506656225528582,0.8356480544195651,0.9190416815105095,0.8947642264058681,0.9185702449994082,0.8158309681488489,0.8905335628227194,0.8846621536930988,15.453770399093628
1024,0,0.0,0,2,4,8,0.01,42,0.3,0.865071804100067,0.9927116653844597,0.8938024061246811,0.8972945982455294,0.8022118247554232,0.9912750972353621,0.842377953459288,0.8836491738547987,13.847063541412354
1024,0,0.0,0,2,4,8,0.01,42,0.4,0.8782417106118616,0.9845325343159088,0.902603127465083,0.8972945982455294,0.8202266936121606,0.9812887627457164,0.8553234377863295,0.8836491738547987,13.847063541412354
1024,0,0.0,0,2,4,8,0.01,42,0.5,0.8931141184804086,0.9699963558326923,0.9111690089953027,0.8972945982455294,0.8420472296241845,0.963313360664354,0.869408472083867,0.8836491738547987,13.847063541412354
1024,0,0.0,0,2,4,8,0.01,42,0.6,0.9104744852282901,0.9471190832894684,0.9193672005502606,0.8972945982455294,0.8665887622942837,0.9354567434037633,0.8828373015873014,0.8836491738547987,13.847063541412354
1024,0,0.0,0,2,4,8,0.01,42,0.7,0.9294980726986364,0.9080455116005992,0.924040462308659,0.8972945982455294,0.8898669181599078,0.8926731840639125,0.8905668292171359,0.8836491738547987,13.847063541412354
1024,0,0.0,0,2,4,8,0.01,42,0.8,0.9515282636715153,0.8369842490990809,0.9200502954300148,0.8972945982455294,0.9182323053290795,0.8168821612530222,0.8906079880809121,0.8836491738547987,13.847063541412354
1024,0,0.0,0,2,5,8,0.01,42,0.3,0.8652740040227249,0.9928736283759161,0.8939971197841662,0.9010864692116647,0.8024334212541478,0.9913802165457795,0.8425801840435987,0.8826356687482391,12.315000057220459
